# histogram parameters
#\ dx = 10.0
#\ dy = 0.04
#\ nx = 19
#\ ny = 40
#\ xmin = 0.0
#\ ymin = -0.02
# averaged kinematics results
# averaged kinematic varibles used as input to calculate the averaged
# kinematics: Ei, omega, th_e, pf
#
# variables with _mc attached are from histograms not calculated
# alpha is the spectatror (neutron) alpha
#\ xb = th_nq
#\ yb = pm
# current header line:
i_b,i_x,i_y,xb,yb,Ei,kf,th_e,omega,Q2_calc,q_lab,Ep_calc,pf,pm_mc,pm,En_calc,beta_cm,gamma_cm,PfPar_q,PfPerp_q,theta_pq,theta_pq_calc,PfPar_cm,th_pq_cm,th_nq_mc,th_nq_calc,cos_phi,sin_phi,alpha_c,nx,ny,cont,kin,crs0,crs12,ratio,
192,3,9,25.0,0.32,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
213,3,10,25.0,0.36,22000.0,18592.81,8.169,3407.19,8301488.382,4462.111,4270.738,4166.395,344.887,376.146,1012.062,0.845,1.868,4160.34,224.544,2.359,3.089,1033.149,12.262,29.812,36.652,-0.993,0.116,0.756,19,40,0.003339,thrq48,0.0575167872,0.0484852791,0.842976153,
234,3,11,25.0,0.4,22000.0,18575.48,8.385,3424.52,8737081.84,4523.762,4277.145,4172.963,400.68,404.616,1022.985,0.854,1.919,4168.469,193.601,2.552,2.659,993.826,11.023,27.64,28.586,-0.972,0.095,0.711,19,40,0.005633,thrq48,0.0353802927,0.0304221306,0.859860897,
255,3,12,25.0,0.44,22000.002,18495.792,8.57,3504.21,9086512.871,4622.337,4333.406,4230.609,443.094,460.649,1046.414,0.859,1.954,4224.254,231.792,2.669,3.141,979.193,13.318,26.444,30.211,-0.956,0.085,0.69,19,40,0.01938,thrq48,0.0192807484,0.0160859022,0.83429867,
276,3,13,25.0,0.48,21999.992,18473.082,8.675,3526.911,9297953.699,4662.301,4340.037,4237.401,481.842,496.073,1062.484,0.863,1.979,4230.371,243.977,2.916,3.301,959.922,14.261,26.59,29.46,-0.947,-0.007,0.671,19,40,0.04991,thrq48,0.013726538,0.0112266177,0.817876875,
297,3,14,25.0,0.52,21999.99,18441.067,8.783,3558.924,9515713.271,4709.74,4353.53,4251.22,521.466,534.588,1081.004,0.867,2.004,4243.2,261.007,3.162,3.52,942.567,15.478,26.748,29.225,-0.928,0.005,0.654,19,40,0.06664,thrq48,0.00962211844,0.00770929223,0.801205277,
318,3,15,25.0,0.56,21999.99,18405.096,8.908,3594.894,9766866.75,4763.416,4370.834,4268.938,559.792,571.394,1099.671,0.871,2.034,4260.333,270.922,3.314,3.639,924.177,16.338,26.184,28.303,-0.924,-0.018,0.635,19,40,0.1015,thrq48,0.00677064341,0.00528858788,0.781105638,
339,3,16,25.0,0.6,22000.008,18370.047,9.018,3629.961,9990809.862,4813.255,4384.375,4282.802,599.706,611.797,1121.196,0.874,2.06,4273.15,287.37,3.509,3.847,906.543,17.588,25.95,28.016,-0.899,-0.019,0.618,19,40,0.101,thrq48,0.00467842119,0.00347319641,0.74238646,
360,3,17,25.0,0.64,22000.002,18333.006,9.121,3666.996,10200249.704,4862.829,4399.104,4297.878,639.344,651.777,1143.502,0.877,2.084,4287.016,305.373,3.73,4.074,890.798,18.922,25.961,27.938,-0.897,-0.009,0.604,19,40,0.1028,thrq48,0.00326316268,0.00235129194,0.72055614,
381,3,18,25.0,0.68,21999.987,18300.814,9.223,3699.173,10410515.283,4908.604,4409.785,4308.81,679.058,688.794,1164.998,0.881,2.11,4297.128,317.071,3.942,4.22,873.985,19.94,25.888,27.408,-0.884,0.016,0.589,19,40,0.09901,thrq48,0.0023033421,0.00159107626,0.69076854,
402,3,19,25.0,0.72,22000.006,18253.695,9.337,3746.311,10641528.214,4967.532,4432.6,4332.158,719.35,729.178,1189.321,0.884,2.136,4319.274,333.859,4.141,4.42,859.869,21.22,25.798,27.249,-0.874,0.021,0.576,19,40,0.07739,thrq48,0.00155930035,0.0010261524,0.658085167,
423,3,20,25.0,0.76,22000.031,18226.192,9.419,3773.838,10812616.1,5005.444,4435.395,4335.018,759.462,768.856,1214.053,0.886,2.157,4320.866,349.99,4.364,4.631,843.437,22.536,25.764,27.078,-0.866,0.014,0.564,19,40,0.06464,thrq48,0.00108114851,0.000673025555,0.622509837,
444,3,21,25.0,0.8,22000.006,18183.558,9.514,3816.448,11004997.171,5056.706,4453.112,4353.143,799.486,807.59,1238.946,0.888,2.178,4337.599,367.543,4.613,4.843,831.057,23.858,25.984,27.072,-0.867,0.01,0.553,19,40,0.05349,thrq48,0.000741091091,0.000434143119,0.585816145,
465,3,22,25.0,0.84,22000.025,18145.922,9.601,3854.103,11182838.441,5102.641,4464.232,4364.517,839.611,847.737,1265.481,0.891,2.198,4347.484,385.222,4.83,5.064,817.436,25.232,25.967,27.027,-0.867,0.019,0.543,19,40,0.04179,thrq48,0.000500227674,0.000272675563,0.545102894,
486,3,23,25.0,0.88,22000.015,18112.993,9.681,3887.022,11349967.034,5143.822,4471.055,4371.496,878.898,886.221,1291.577,0.893,2.218,4353.134,400.25,5.041,5.253,803.421,26.482,25.925,26.849,-0.857,0.003,0.533,19,40,0.03199,thrq48,0.000339187973,0.000170990184,0.504116297,
507,3,24,25.0,0.92,22000.008,18077.229,9.761,3922.779,11515272.368,5186.855,4479.312,4379.941,918.683,925.84,1319.077,0.895,2.237,4360.076,416.673,5.249,5.459,790.112,27.805,25.879,26.747,-0.856,-0.004,0.524,19,40,0.02409,thrq48,0.000225542855,0.000103593935,0.45930931,
528,3,25,25.0,0.96,22000.004,18053.917,9.819,3946.087,11636462.818,5216.135,4474.804,4375.33,959.011,965.058,1346.893,0.896,2.252,4353.821,433.304,5.501,5.684,775.694,29.188,25.95,26.679,-0.848,0.005,0.516,19,40,0.01641,thrq48,0.000150848384,6.2895022e-05,0.416941971,
549,3,26,25.0,1.0,22000.029,18022.942,9.88,3977.087,11761223.836,5251.518,4477.189,4377.77,998.751,1004.608,1375.508,0.897,2.265,4354.367,452.058,5.751,5.927,763.53,30.628,26.07,26.743,-0.846,0.016,0.509,19,40,0.01152,thrq48,9.88171159e-05,3.75424897e-05,0.379918903,
570,3,27,25.0,1.04,21999.973,18001.854,9.928,3998.119,11860202.291,5276.851,4468.912,4369.305,1038.66,1044.379,1404.817,0.898,2.277,4343.997,469.585,5.994,6.17,749.536,32.067,26.078,26.72,-0.837,0.013,0.502,19,40,0.007585,thrq48,6.39953796e-05,2.27082946e-05,0.354842722,
591,3,28,25.0,1.08,21999.987,17973.562,9.985,4026.424,11978025.797,5309.437,4466.781,4367.125,1078.848,1084.973,1435.253,0.9,2.29,4339.889,486.975,6.216,6.402,736.383,33.477,26.019,26.669,-0.833,0.015,0.496,19,40,0.004809,thrq48,4.00120625e-05,1.43011594e-05,0.35742119,
612,3,29,25.0,1.12,21999.994,17956.669,10.015,4043.325,12039520.906,5328.039,4453.361,4353.397,1118.178,1124.778,1465.575,0.9,2.296,4323.818,506.621,6.483,6.683,723.336,35.007,26.105,26.771,-0.825,0.056,0.491,19,40,0.003156,thrq48,2.50785033e-05,1.0259374e-05,0.40909037,
633,3,30,25.0,1.16,22000.011,17937.544,10.046,4062.468,12101080.303,5348.338,4441.066,4340.819,1158.092,1165.444,1497.012,0.901,2.302,4308.738,526.774,6.756,6.97,710.599,36.55,26.189,26.872,-0.805,0.091,0.487,19,40,0.00187,thrq48,1.5027822e-05,8.4166777e-06,0.560073018,
654,3,31,25.0,1.2,22000.017,17907.6,10.079,4092.417,12159200.473,5376.53,4441.322,4341.082,1194.492,1203.346,1526.704,0.901,2.304,4306.125,549.796,7.025,7.276,702.654,38.042,26.416,27.187,-0.791,0.204,0.486,19,40,0.00074,thrq48,9.00866871e-06,7.87667432e-06,0.874343872,
675,3,32,25.0,1.24,22000.006,17907.78,10.021,4092.226,12020770.128,5363.495,4391.705,4290.305,1241.554,1265.467,1576.132,0.899,2.281,4248.385,598.277,7.419,8.016,687.38,41.035,26.529,28.214,-0.662,0.625,0.491,19,40,0.0002429,thrq48,3.71848591e-06,8.39402674e-06,2.25737762,
696,3,33,25.0,1.28,22000.006,17888.458,10.102,4111.547,12201848.128,5395.06,4391.178,4289.766,1275.487,1290.103,1595.979,0.901,2.306,4248.738,591.872,7.535,7.931,673.026,41.329,26.219,27.308,-0.651,0.607,0.479,19,40,7.553e-05,thrq48,2.38993653e-06,8.20581408e-06,3.43348622,
717,3,34,25.0,1.32,21999.998,17865.238,10.106,4134.76,12195689.428,5412.202,4378.877,4277.173,1321.509,1333.786,1631.493,0.9,2.299,4231.841,621.074,8.039,8.349,663.967,43.088,26.93,27.752,-0.629,0.691,0.48,19,40,5.047e-05,thrq48,1.10657436e-06,8.50432571e-06,7.68527269,
738,3,35,25.0,1.36,21999.998,17879.831,10.043,4120.167,12054181.778,5387.945,4344.215,4241.68,1352.2,1358.261,1651.562,0.899,2.279,4192.408,644.642,8.572,8.742,657.81,44.421,27.892,28.334,-0.539,0.78,0.485,19,40,6.896e-05,thrq48,7.01007195e-07,8.66178925e-06,12.3562059,
759,3,36,25.0,1.4,22000.0,17812.937,10.123,4187.063,12202144.628,5452.856,4367.347,4265.368,1401.29,1411.151,1695.326,0.899,2.288,4212.073,672.164,8.833,9.067,649.783,45.97,27.859,28.446,-0.638,0.744,0.484,19,40,2.127e-05,thrq48,2.23435691e-07,8.49250409e-06,38.0087166,
780,3,37,25.0,1.44,22000.0,17729.742,10.248,4270.258,12444830.902,5538.947,4419.176,4318.421,1436.523,1448.683,1726.692,0.901,2.308,4263.447,686.863,8.864,9.152,647.757,46.678,27.605,28.303,-0.661,0.703,0.48,19,40,6.474e-06,thrq48,9.9773537e-08,7.64435845e-06,76.6170959,
801,3,38,25.0,1.48,21999.998,17772.532,10.132,4227.467,12195925.272,5483.375,4350.436,4248.052,1476.196,1479.515,1752.64,0.898,2.278,4187.602,714.097,9.588,9.677,635.242,48.345,28.651,28.859,-0.52,0.84,0.486,19,40,9.025e-06,thrq48,8.6188706e-08,7.47517879e-06,86.7303772,
822,3,39,25.0,1.52,21999.998,17809.484,10.144,4190.514,12250142.997,5459.904,4293.153,4189.368,1514.202,1503.543,1772.971,0.9,2.295,4130.175,701.757,9.854,9.643,610.57,48.975,28.295,27.823,-0.585,0.81,0.472,19,40,2.853e-06,thrq48,9.05457327e-08,7.70214046e-06,85.0635376,
843,3,40,25.0,1.56,22000.0,17757.263,10.138,4242.737,12198458.72,5495.387,4301.666,4198.092,1552.608,1554.845,1816.68,0.898,2.275,4131.257,746.119,10.181,10.237,608.654,50.794,28.553,28.677,-0.587,0.799,0.482,19,40,1.637e-06,thrq48,1.3394326e-07,6.72189162e-06,50.1846199,
25,4,1,35.0,0.0,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
46,4,2,35.0,0.04,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
67,4,3,35.0,0.08,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
88,4,4,35.0,0.12,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
109,4,5,35.0,0.16,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
130,4,6,35.0,0.2,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
151,4,7,35.0,0.24,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
172,4,8,35.0,0.28,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
193,4,9,35.0,0.32,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
214,4,10,35.0,0.36,22000.0,18554.686,8.226,3445.314,8398798.251,4502.109,4309.036,4205.643,372.763,375.679,1011.889,0.846,1.876,4199.73,222.938,2.972,3.039,1039.01,12.11,35.823,36.401,-0.985,-0.025,0.755,19,40,0.009179,thrq48,0.0545151569,0.0459608473,0.843083858,
235,4,11,35.0,0.4,22000.004,18532.389,8.283,3467.615,8505830.662,4531.025,4316.903,4213.704,404.781,412.98,1026.322,0.848,1.887,4205.995,254.77,3.285,3.466,1028.83,13.908,36.648,38.091,-0.977,-0.014,0.746,19,40,0.03043,thrq48,0.0366504714,0.0309633259,0.844827473,
256,4,12,35.0,0.44,21999.996,18497.654,8.386,3502.342,8702088.733,4579.136,4333.942,4231.158,441.834,455.163,1044.011,0.851,1.907,4221.758,281.877,3.533,3.82,1013.63,15.541,36.214,38.264,-0.952,-0.014,0.731,19,40,0.12,thrq48,0.0238686595,0.0203254819,0.851555228,
277,4,13,35.0,0.48,21999.998,18457.397,8.501,3542.601,8922912.345,4633.889,4355.901,4253.648,481.812,495.699,1062.31,0.855,1.93,4242.735,304.493,3.805,4.105,998.366,16.961,35.906,37.899,-0.94,0.027,0.714,19,40,0.154,thrq48,0.016139809,0.0135403965,0.838944018,
298,4,14,35.0,0.52,22000.008,18426.733,8.588,3573.275,9091421.777,4675.437,4368.011,4266.048,520.327,534.325,1080.874,0.858,1.947,4253.439,327.752,4.107,4.406,984.209,18.418,36.0,37.835,-0.927,-0.024,0.701,19,40,0.2244,thrq48,0.0114920959,0.00944700185,0.822043419,
319,4,15,35.0,0.56,22000.015,18389.187,8.698,3610.828,9306440.534,4726.999,4385.981,4284.446,559.762,572.907,1100.457,0.862,1.97,4270.444,346.092,4.349,4.633,968.386,19.666,35.518,37.164,-0.912,-0.022,0.685,19,40,0.2421,thrq48,0.00803135429,0.00639857491,0.796699345,
340,4,16,35.0,0.6,22000.013,18349.663,8.787,3650.351,9476285.781,4775.075,4404.344,4303.242,599.896,612.568,1121.617,0.864,1.987,4287.262,370.51,4.668,4.939,956.492,21.175,35.746,37.218,-0.903,-0.003,0.675,19,40,0.2546,thrq48,0.0056718518,0.00439132284,0.774230897,
361,4,17,35.0,0.64,21999.979,18302.532,8.894,3697.447,9684048.199,4832.718,4430.036,4329.534,639.678,650.932,1143.021,0.867,2.008,4311.892,390.452,4.932,5.174,944.42,22.462,35.614,36.858,-0.894,0.034,0.662,19,40,0.2468,thrq48,0.00395166175,0.00296105677,0.749319375,
382,4,18,35.0,0.68,21999.994,18267.269,8.971,3732.725,9832717.904,4875.034,4442.22,4342.0,680.036,690.681,1166.115,0.869,2.023,4322.214,414.042,5.243,5.472,932.131,23.95,35.722,36.832,-0.882,0.001,0.653,19,40,0.2283,thrq48,0.00277686305,0.00199173833,0.71726197,
403,4,19,35.0,0.72,22000.032,18225.346,9.059,3774.687,10003196.827,4924.577,4460.766,4360.972,719.507,729.52,1189.531,0.872,2.04,4339.188,435.339,5.516,5.729,920.603,25.309,35.648,36.637,-0.885,0.026,0.643,19,40,0.2,thrq48,0.00193868717,0.00133025507,0.686162829,
424,4,20,35.0,0.76,22000.0,18185.465,9.139,3814.535,10157460.98,4970.728,4476.357,4376.918,759.578,768.439,1213.789,0.874,2.055,4352.989,457.053,5.804,5.994,909.361,26.685,35.649,36.497,-0.878,-0.002,0.634,19,40,0.1573,thrq48,0.00134466228,0.000879901694,0.654366314,
445,4,21,35.0,0.8,21999.994,18146.538,9.213,3853.456,10299733.658,5014.864,4490.108,4390.981,799.43,807.61,1238.958,0.875,2.068,4364.759,479.163,6.089,6.265,898.426,28.073,35.638,36.392,-0.874,-0.003,0.627,19,40,0.1298,thrq48,0.000927324931,0.000574512582,0.619537532,
466,4,22,35.0,0.84,22000.031,18109.001,9.281,3891.029,10431167.329,5056.805,4501.551,4402.682,839.403,847.15,1265.088,0.877,2.08,4374.029,501.478,6.374,6.54,887.504,29.468,35.612,36.296,-0.87,0.01,0.62,19,40,0.1021,thrq48,0.000633375661,0.000365574058,0.577183604,
487,4,23,35.0,0.88,21999.979,18067.219,9.348,3932.76,10558076.121,5101.439,4516.737,4418.208,879.024,886.303,1291.633,0.878,2.091,4386.969,524.466,6.661,6.817,878.344,30.842,35.655,36.281,-0.866,0.013,0.614,19,40,0.08168,thrq48,0.000428978266,0.00023168746,0.540091395,
508,4,24,35.0,0.92,22000.048,18032.64,9.403,3967.407,10660165.216,5138.14,4523.853,4425.482,919.123,925.964,1319.164,0.879,2.1,4391.469,547.624,6.962,7.108,868.119,32.244,35.693,36.257,-0.862,0.0,0.609,19,40,0.06066,thrq48,0.000288842566,0.000145085811,0.50230068,
529,4,25,35.0,0.96,21999.958,17990.583,9.466,4009.375,10779137.499,5182.106,4537.993,4439.935,958.836,965.196,1346.992,0.881,2.11,4403.195,570.0,7.239,7.376,859.207,33.56,35.681,36.196,-0.857,0.001,0.605,19,40,0.04466,thrq48,0.000190812454,8.98259386e-05,0.4707551,
550,4,26,35.0,1.0,22000.038,17950.958,9.521,4049.08,10879504.45,5222.504,4549.274,4451.465,998.548,1004.483,1375.416,0.881,2.118,4411.782,593.055,7.528,7.656,850.627,34.884,35.719,36.186,-0.846,0.006,0.601,19,40,0.02945,thrq48,0.000124689119,5.6156241e-05,0.450370014,
571,4,27,35.0,1.04,21999.983,17911.022,9.572,4088.961,10972124.56,5262.293,4560.123,4462.552,1038.681,1043.881,1404.447,0.882,2.124,4419.785,616.335,7.824,7.939,842.411,36.19,35.775,36.187,-0.846,0.012,0.598,19,40,0.02061,thrq48,8.05494274e-05,3.54371987e-05,0.439943522,
592,4,28,35.0,1.08,22000.057,17876.619,9.609,4123.438,11034641.666,5295.034,4564.138,4466.654,1078.587,1084.519,1434.91,0.883,2.127,4420.387,641.23,8.124,8.254,833.699,37.565,35.809,36.246,-0.834,0.04,0.596,19,40,0.01442,thrq48,5.06846736e-05,2.3436427e-05,0.462396711,
613,4,29,35.0,1.12,21999.979,17839.239,9.651,4160.74,11109263.437,5331.137,4571.609,4474.288,1118.641,1123.691,1464.741,0.883,2.132,4424.722,664.148,8.425,8.536,825.508,38.818,35.86,36.231,-0.826,0.041,0.594,19,40,0.009453,thrq48,3.15397483e-05,1.66715927e-05,0.528589904,
634,4,30,35.0,1.16,22000.053,17803.427,9.69,4196.627,11175827.484,5365.399,4576.948,4479.743,1158.467,1163.23,1495.288,0.884,2.136,4426.745,687.046,8.713,8.822,817.03,40.061,35.852,36.202,-0.826,0.042,0.592,19,40,0.005889,thrq48,1.91881882e-05,1.33504345e-05,0.695763171,
655,4,31,35.0,1.2,22000.0,17793.091,9.671,4206.909,11126915.704,5368.892,4555.715,4458.047,1194.318,1203.473,1526.804,0.883,2.128,4400.428,714.439,9.033,9.222,806.857,41.524,35.869,36.416,-0.793,0.197,0.594,19,40,0.002395,thrq48,1.15384382e-05,1.1757088e-05,1.01894975,
676,4,32,35.0,1.24,22000.008,17813.807,9.616,4186.201,11012958.653,5342.026,4493.218,4394.162,1238.676,1256.065,1568.593,0.881,2.116,4330.585,744.773,9.404,9.758,784.744,43.503,35.448,36.366,-0.709,0.525,0.593,19,40,0.000505,thrq48,5.64344828e-06,1.0936802e-05,1.93796444,
697,4,33,35.0,1.28,21999.996,17783.659,9.618,4216.337,10999504.388,5364.42,4485.453,4386.221,1277.297,1303.088,1606.494,0.881,2.11,4317.14,775.398,9.685,10.182,775.173,45.008,35.301,36.516,-0.717,0.556,0.595,19,40,0.000327,thrq48,2.73164437e-06,1.05051395e-05,3.84572005,
718,4,34,35.0,1.32,22000.0,17710.461,9.628,4289.539,10975560.599,5419.936,4522.72,4424.324,1322.073,1347.141,1642.429,0.879,2.098,4348.35,816.39,10.138,10.633,781.203,46.262,36.136,37.302,-0.717,0.379,0.608,19,40,0.0002279,thrq48,1.24519408e-06,9.72059843e-06,7.80649281,
739,4,35,35.0,1.36,21999.996,17755.184,9.725,4244.812,11225433.084,5407.759,4455.964,4356.06,1357.714,1373.913,1664.458,0.884,2.135,4283.797,790.155,10.097,10.451,740.278,46.867,34.289,35.108,-0.682,0.677,0.575,19,40,0.000147,thrq48,6.79039715e-07,9.38210451e-06,13.8167238,
760,4,36,35.0,1.4,22000.0,17721.653,9.598,4278.347,10915419.747,5405.522,4456.698,4356.811,1397.075,1413.473,1697.259,0.878,2.092,4273.737,846.74,10.899,11.207,751.227,48.421,36.115,36.802,-0.675,0.703,0.602,19,40,0.0001018,thrq48,3.28898949e-07,8.82295808e-06,26.8257408,
781,4,37,35.0,1.44,21999.998,17721.891,9.647,4278.107,11025768.821,5415.53,4427.019,4326.447,1438.779,1448.69,1726.698,0.88,2.106,4242.189,849.69,11.116,11.326,729.057,49.37,35.438,35.911,-0.64,0.744,0.589,19,40,4.542e-05,thrq48,1.58231288e-07,8.2022998e-06,51.8374062,
802,4,38,35.0,1.48,21999.996,17712.45,9.68,4287.546,11096469.137,5429.505,4407.82,4306.799,1478.305,1482.707,1755.336,0.881,2.113,4220.424,858.222,11.38,11.494,712.832,50.287,35.079,35.368,-0.621,0.764,0.581,19,40,2.6e-05,thrq48,1.08877501e-07,7.61147976e-06,69.9086533,
823,4,39,35.0,1.52,21999.998,17653.969,9.609,4346.029,10897268.264,5457.585,4425.146,4324.53,1517.156,1531.21,1796.493,0.877,2.083,4227.345,911.654,11.888,12.17,719.866,51.704,35.971,36.54,-0.615,0.773,0.603,19,40,1.158e-05,thrq48,1.34150056e-07,6.35752349e-06,47.3911362,
844,4,40,35.0,1.56,22000.0,17663.166,9.633,4336.834,10957729.127,5455.81,4379.971,4278.293,1558.56,1573.269,1832.473,0.878,2.091,4178.525,918.541,12.097,12.398,694.164,52.921,35.143,35.721,-0.691,0.701,0.591,19,40,4.782e-06,thrq48,1.73278963e-07,5.9369986e-06,34.262661,
26,5,1,45.0,0.0,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
47,5,2,45.0,0.04,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
68,5,3,45.0,0.08,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
89,5,4,45.0,0.12,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
110,5,5,45.0,0.16,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
131,5,6,45.0,0.2,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
152,5,7,45.0,0.24,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
173,5,8,45.0,0.28,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
194,5,9,45.0,0.32,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
215,5,10,45.0,0.36,22000.0,18569.824,8.061,3430.176,8073392.983,4454.155,4301.166,4197.579,364.996,355.636,1004.62,0.839,1.84,4190.772,238.969,3.436,3.264,1067.376,12.62,43.597,42.218,-0.938,-0.028,0.789,19,40,0.01107,thrq48,0.0786137953,0.0650597066,0.827586412,
236,5,11,45.0,0.4,22000.0,18532.993,8.074,3467.007,8082439.934,4483.59,4315.115,4211.872,406.295,415.902,1027.501,0.839,1.839,4200.816,304.981,3.973,4.152,1065.674,15.97,45.978,47.164,-0.973,-0.021,0.793,19,40,0.06189,thrq48,0.0436244495,0.0377103314,0.864431083,
257,5,12,45.0,0.44,22000.011,18501.801,8.163,3498.211,8248289.605,4526.121,4328.955,4226.05,441.137,457.122,1044.866,0.842,1.855,4212.913,332.958,4.226,4.519,1051.482,17.571,44.962,46.751,-0.946,-0.027,0.779,19,40,0.2084,thrq48,0.028906567,0.0254394021,0.880056143,
278,5,13,45.0,0.48,21999.992,18456.821,8.259,3543.171,8422058.34,4579.969,4357.305,4255.085,481.107,493.91,1061.476,0.845,1.871,4239.976,358.262,4.596,4.83,1042.519,18.965,45.184,46.499,-0.943,-0.037,0.768,19,40,0.2921,thrq48,0.0203831363,0.01796785,0.881505668,
299,5,14,45.0,0.52,21999.992,18422.503,8.324,3577.49,8539140.141,4619.261,4372.069,4270.203,520.308,534.644,1081.031,0.847,1.882,4252.451,388.965,4.967,5.226,1032.869,20.636,45.34,46.679,-0.934,-0.004,0.76,19,40,0.4036,thrq48,0.0145491753,0.012846414,0.882965088,
320,5,15,45.0,0.56,22000.011,18378.603,8.41,3621.408,8695565.078,4670.135,4396.555,4295.27,560.697,572.918,1100.463,0.85,1.896,4275.173,415.018,5.325,5.545,1023.696,22.068,45.352,46.418,-0.925,0.005,0.751,19,40,0.4532,thrq48,0.0103714429,0.00902750157,0.870419085,
