# histogram parameters
#\ dx = 10.0
#\ dy = 0.04
#\ nx = 19
#\ ny = 40
#\ xmin = 0.0
#\ ymin = -0.02
# averaged kinematics results
# averaged kinematic varibles used as input to calculate the averaged
# kinematics: Ei, omega, th_e, pf
#
# variables with _mc attached are from histograms not calculated
# alpha is the spectatror (neutron) alpha
#\ xb = th_nq
#\ yb = pm
# current header line:
i_b,i_x,i_y,xb,yb,Ei,kf,th_e,omega,Q2_calc,q_lab,Ep_calc,pf,pm_mc,pm,En_calc,beta_cm,gamma_cm,PfPar_q,PfPerp_q,theta_pq,theta_pq_calc,PfPar_cm,th_pq_cm,th_nq_mc,th_nq_calc,cos_phi,sin_phi,alpha_c,nx,ny,cont,kin,crs0,crs12,ratio,
213,3,10,25.0,0.36,14000.0,10558.056,13.815,3441.944,8551695.609,4516.489,4311.079,4207.737,359.997,360.842,1006.475,0.849,1.895,4203.876,180.222,2.432,2.455,1027.316,9.95,29.734,29.964,-0.985,0.117,0.738,19,40,0.002313,thrq48,0.0184360128,0.0152387051,0.826572716,
234,3,11,25.0,0.4,14000.001,10553.151,14.014,3446.85,8794547.753,4547.012,4297.054,4193.367,402.174,410.697,1025.405,0.854,1.924,4188.571,200.479,2.509,2.74,995.768,11.383,27.176,29.219,-0.952,-0.079,0.71,19,40,0.01653,thrq48,0.00880487263,0.00731697539,0.831014335,
255,3,12,25.0,0.44,13999.997,10517.249,14.254,3482.748,9066662.348,4603.933,4314.039,4210.769,444.667,455.871,1044.319,0.859,1.955,4204.987,220.592,2.693,3.003,974.023,12.761,26.432,28.94,-0.945,-0.008,0.687,19,40,0.03636,thrq48,0.00472617242,0.00387073238,0.81899941,
276,3,13,25.0,0.48,13999.997,10480.382,14.469,3519.615,9307626.09,4657.823,4332.798,4229.986,483.015,495.951,1062.427,0.863,1.982,4223.232,238.951,2.876,3.238,956.356,14.028,26.101,28.803,-0.939,0.039,0.668,19,40,0.06399,thrq48,0.00282756984,0.00228762417,0.809042513,
297,3,14,25.0,0.52,13999.999,10444.789,14.676,3555.21,9541524.72,4709.676,4350.789,4248.413,520.711,532.619,1080.031,0.867,2.008,4240.883,252.818,3.076,3.412,939.524,15.061,25.995,28.338,-0.93,-0.035,0.651,19,40,0.07187,thrq48,0.00178989163,0.00142877642,0.798247457,
318,3,15,25.0,0.56,13999.992,10411.464,14.867,3588.529,9758827.493,4757.769,4364.222,4262.169,560.19,571.866,1099.916,0.871,2.033,4253.613,269.923,3.303,3.631,922.325,16.312,26.035,28.164,-0.916,0.01,0.634,19,40,0.08932,thrq48,0.00112680392,0.000880726206,0.781614423,
339,3,16,25.0,0.6,14000.001,10377.806,15.059,3622.195,9979206.384,4806.194,4377.271,4275.529,600.144,610.584,1120.534,0.874,2.059,4266.04,284.686,3.522,3.818,904.972,17.463,25.99,27.791,-0.906,0.019,0.618,19,40,0.08989,thrq48,0.000716723618,0.000531339145,0.741344571,
360,3,17,25.0,0.64,13999.969,10345.016,15.235,3654.953,10179526.161,4851.619,4388.992,4287.528,638.755,648.383,1141.571,0.877,2.083,4276.995,300.346,3.745,4.017,889.074,18.666,26.026,27.595,-0.9,0.009,0.603,19,40,0.09156,thrq48,0.000464904966,0.00033473401,0.720005214,
381,3,18,25.0,0.68,14000.001,10308.012,15.423,3691.989,10393408.137,4901.448,4402.996,4301.863,679.348,688.124,1164.603,0.88,2.108,4290.232,316.118,3.964,4.214,872.922,19.907,25.984,27.348,-0.886,0.024,0.589,19,40,0.07842,thrq48,0.000293221761,0.000202456053,0.690453708,
402,3,19,25.0,0.72,13999.995,10274.303,15.591,3725.692,10585675.184,4946.358,4413.081,4312.184,719.134,727.382,1188.221,0.883,2.131,4299.355,332.374,4.184,4.421,857.316,21.191,25.969,27.19,-0.887,0.003,0.576,19,40,0.06726,thrq48,0.00018763046,0.000124105733,0.661437035,
423,3,20,25.0,0.76,13999.993,10245.131,15.745,3754.863,10763014.143,4986.182,4417.335,4316.537,759.488,767.411,1213.138,0.886,2.153,4302.448,348.466,4.402,4.63,840.866,22.51,25.888,27.006,-0.883,0.009,0.563,19,40,0.0533,thrq48,0.000119261233,7.48422317e-05,0.627548695,
444,3,21,25.0,0.8,13999.996,10223.057,15.866,3776.939,10905545.939,5017.053,4414.842,4313.986,798.825,805.689,1237.707,0.888,2.171,4298.556,364.55,4.646,4.848,825.02,23.839,25.965,26.902,-0.881,0.027,0.553,19,40,0.04074,thrq48,7.77507666e-05,4.67280261e-05,0.600997627,
465,3,22,25.0,0.84,14000.002,10205.341,15.97,3794.661,11028268.142,5042.59,4406.943,4305.902,838.461,844.52,1263.328,0.889,2.187,4288.995,381.193,4.895,5.079,808.818,25.234,26.02,26.832,-0.869,0.028,0.543,19,40,0.02831,thrq48,5.03293377e-05,2.90303742e-05,0.576808214,
486,3,23,25.0,0.88,13999.961,10184.593,16.068,3815.368,11140909.136,5069.314,4400.44,4299.246,878.739,884.705,1290.538,0.891,2.2,4280.536,400.665,5.166,5.347,793.864,26.78,26.167,26.929,-0.871,0.021,0.534,19,40,0.01884,thrq48,3.20879699e-05,1.8100829e-05,0.564100146,
507,3,24,25.0,0.92,14000.021,10168.964,16.156,3831.057,11244285.562,5091.295,4388.957,4287.492,918.378,923.891,1317.71,0.892,2.214,4267.116,417.499,5.418,5.588,778.021,28.219,26.189,26.865,-0.866,0.03,0.525,19,40,0.01198,thrq48,2.05643664e-05,1.16500469e-05,0.566516221,
528,3,25,25.0,0.96,13999.973,10148.154,16.243,3851.819,11341847.643,5116.479,4382.186,4280.56,958.058,962.754,1345.243,0.893,2.225,4258.266,436.31,5.701,5.85,764.419,29.717,26.383,26.948,-0.872,0.031,0.518,19,40,0.007431,thrq48,1.31618244e-05,7.96586937e-06,0.605225325,
549,3,26,25.0,1.0,13999.993,10129.633,16.321,3870.36,11428970.97,5138.936,4371.505,4269.625,998.382,1003.181,1374.466,0.894,2.235,4245.236,455.71,5.974,6.127,750.092,31.28,26.466,27.018,-0.872,0.06,0.512,19,40,0.004486,thrq48,8.24434846e-06,5.81485165e-06,0.705313683,
570,3,27,25.0,1.04,14000.001,10108.233,16.397,3891.767,11510517.553,5162.981,4364.474,4262.427,1037.812,1041.803,1402.903,0.895,2.244,4235.857,475.179,6.271,6.401,737.702,32.787,26.688,27.137,-0.884,0.05,0.506,19,40,0.002321,thrq48,5.25890482e-06,4.66244501e-06,0.886581004,
591,3,28,25.0,1.08,14000.002,10083.989,16.458,3916.013,11569055.707,5186.927,4357.259,4255.039,1078.328,1083.796,1434.363,0.896,2.248,4225.522,500.315,6.592,6.753,726.489,34.554,26.963,27.492,-0.883,0.075,0.503,19,40,0.001323,thrq48,3.22900382e-06,3.99700457e-06,1.23784447,
612,3,29,25.0,1.12,13999.993,10061.049,16.534,3938.945,11647971.059,5211.838,4351.431,4249.07,1118.203,1121.582,1463.124,0.896,2.256,4217.313,518.524,6.902,7.009,714.851,35.956,27.194,27.537,-0.892,0.081,0.499,19,40,0.0005998,thrq48,2.06636582e-06,3.60847162e-06,1.7462889,
633,3,30,25.0,1.16,14000.005,10036.836,16.593,3963.169,11702435.369,5235.374,4346.13,4243.641,1156.931,1159.835,1492.649,0.897,2.259,4209.099,540.348,7.224,7.315,704.985,37.469,27.491,27.767,-0.893,0.067,0.496,19,40,0.0002702,thrq48,1.33279138e-06,3.34288825e-06,2.50818563,
654,3,31,25.0,1.2,14000.001,10013.915,16.597,3986.086,11682033.968,5250.801,4336.137,4233.407,1194.424,1201.892,1525.559,0.896,2.25,4194.417,573.234,7.593,7.782,697.836,39.401,27.939,28.486,-0.874,0.234,0.499,19,40,9.805e-05,thrq48,8.44551039e-07,3.20148388e-06,3.79075241,
675,3,32,25.0,1.24,14000.001,9978.055,16.704,4021.946,11789787.738,5288.274,4342.069,4239.482,1229.373,1239.659,1555.487,0.897,2.259,4198.184,590.305,7.749,8.004,688.334,40.616,27.722,28.436,-0.878,0.264,0.495,19,40,1.151e-05,thrq48,5.49381411e-07,2.90278876e-06,5.28374052,
696,3,33,25.0,1.28,13999.999,9964.51,16.64,4035.489,11683386.43,5288.531,4300.308,4196.7,1288.854,1308.382,1610.791,0.895,2.239,4147.559,640.35,8.336,8.777,671.95,43.621,28.172,29.303,-0.82,0.464,0.5,19,40,2.038e-06,thrq48,2.96168395e-07,2.59347075e-06,8.75674343,
717,3,34,25.0,1.32,14000.001,9927.167,16.533,4072.834,11492083.41,5299.062,4309.768,4206.394,1307.331,1342.562,1638.676,0.891,2.201,4148.973,692.654,8.716,9.478,681.647,45.459,29.179,31.059,-0.538,0.665,0.52,19,40,2.095e-06,thrq48,2.13492456e-07,2.12154282e-06,9.93731976,
738,3,35,25.0,1.36,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
759,3,36,25.0,1.4,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
780,3,37,25.0,1.44,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
801,3,38,25.0,1.48,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
822,3,39,25.0,1.52,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
843,3,40,25.0,1.56,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
25,4,1,35.0,0.0,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
46,4,2,35.0,0.04,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
67,4,3,35.0,0.08,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
88,4,4,35.0,0.12,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
109,4,5,35.0,0.16,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
130,4,6,35.0,0.2,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
151,4,7,35.0,0.24,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
172,4,8,35.0,0.28,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
193,4,9,35.0,0.32,13999.999,10594.454,13.498,3405.545,8193515.596,4448.736,4279.034,4174.898,325.448,348.516,1002.122,0.842,1.856,4169.675,208.777,2.338,2.866,1048.656,11.26,31.559,36.802,-0.957,0.29,0.77,19,40,0.0022,thrq48,0.0262450296,0.0210797414,0.803189874,
214,4,10,35.0,0.36,14000.001,10558.547,13.698,3441.454,8408701.706,4500.256,4305.496,4202.017,370.58,374.813,1011.567,0.846,1.878,4196.291,219.293,2.89,2.991,1036.85,11.942,34.907,35.808,-0.958,-0.106,0.753,19,40,0.01267,thrq48,0.0163997822,0.013265918,0.808908165,
235,4,11,35.0,0.4,13999.999,10528.988,13.827,3471.011,8543626.987,4537.791,4319.359,4216.219,404.897,415.311,1027.262,0.849,1.891,4208.608,253.224,3.213,3.443,1026.163,13.862,35.764,37.569,-0.948,-0.014,0.743,19,40,0.06377,thrq48,0.00933483336,0.00757220993,0.81117785,
256,4,12,35.0,0.44,14000.008,10492.374,14.007,3507.633,8735055.09,4586.779,4340.771,4238.153,441.063,451.623,1042.472,0.852,1.91,4229.168,275.822,3.499,3.731,1013.678,15.222,35.954,37.643,-0.942,-0.029,0.729,19,40,0.13,thrq48,0.00569099048,0.00464368053,0.81597054,
277,4,13,35.0,0.48,14000.004,10461.45,14.188,3538.554,8935361.736,4632.141,4353.9,4251.599,479.876,491.3,1060.264,0.856,1.932,4241.176,297.526,3.762,4.013,997.006,16.616,35.588,37.271,-0.936,0.001,0.712,19,40,0.2096,thrq48,0.00345557602,0.00284327078,0.822806597,
298,4,14,35.0,0.52,14000.013,10425.443,14.369,3574.571,9132296.813,4680.796,4370.684,4268.785,520.133,531.534,1079.497,0.859,1.952,4256.738,320.474,4.056,4.305,982.029,18.073,35.531,37.08,-0.919,-0.002,0.698,19,40,0.2274,thrq48,0.00212652679,0.00174035085,0.818400621,
319,4,15,35.0,0.56,14000.001,10387.63,14.537,3612.37,9311370.639,4728.699,4388.069,4286.583,560.264,571.857,1099.911,0.862,1.97,4272.673,345.052,4.367,4.617,968.868,19.603,35.666,37.113,-0.907,0.007,0.685,19,40,0.2526,thrq48,0.00133479782,0.00106989022,0.801537275,
340,4,16,35.0,0.6,13999.987,10350.077,14.712,3649.91,9500927.898,4777.318,4405.454,4304.379,600.269,609.723,1120.066,0.865,1.99,4288.879,364.952,4.657,4.864,955.192,20.91,35.641,36.766,-0.905,-0.013,0.672,19,40,0.2445,thrq48,0.000861030712,0.000680387835,0.790201604,
361,4,17,35.0,0.64,14000.012,10316.259,14.863,3683.753,9664642.681,4820.236,4417.59,4316.798,639.181,648.738,1141.773,0.867,2.007,4299.433,386.814,4.932,5.141,941.682,22.331,35.533,36.602,-0.901,0.024,0.661,19,40,0.2251,thrq48,0.000556498475,0.000433244451,0.778518677,
382,4,18,35.0,0.68,14000.019,10276.305,15.022,3723.714,9833096.348,4868.176,4434.894,4334.504,679.534,687.833,1164.43,0.869,2.024,4315.163,409.012,5.234,5.415,929.764,23.745,35.609,36.487,-0.893,0.004,0.651,19,40,0.2016,thrq48,0.000356534205,0.00026885391,0.754076064,
403,4,19,35.0,0.72,13999.987,10236.703,15.167,3763.284,9984462.871,4913.936,4451.006,4350.988,719.312,726.838,1187.888,0.871,2.039,4329.48,432.093,5.536,5.699,918.867,25.185,35.717,36.476,-0.894,0.016,0.642,19,40,0.1684,thrq48,0.000229876008,0.000169722945,0.738323867,
424,4,20,35.0,0.76,13999.989,10200.35,15.306,3799.639,10130629.767,4956.6,4463.146,4363.407,759.081,765.773,1212.102,0.873,2.053,4339.749,453.764,5.823,5.969,907.011,26.578,35.692,36.339,-0.888,0.012,0.634,19,40,0.1375,thrq48,0.000147716826,0.000106973479,0.724179387,
445,4,21,35.0,0.8,14000.031,10169.901,15.422,3830.131,10253407.584,4992.325,4468.614,4368.999,798.922,804.798,1237.127,0.875,2.065,4343.043,475.533,6.119,6.249,894.618,27.993,35.668,36.219,-0.887,0.03,0.626,19,40,0.1098,thrq48,9.53079507e-05,6.80391386e-05,0.713887334,
466,4,22,35.0,0.84,14000.003,10131.864,15.539,3868.139,10369710.105,5033.112,4480.392,4381.046,838.997,844.563,1263.357,0.876,2.076,4352.426,499.953,6.428,6.553,884.923,29.465,35.796,36.297,-0.887,0.025,0.62,19,40,0.07984,thrq48,6.05802561e-05,4.31787557e-05,0.712752938,
487,4,23,35.0,0.88,14000.001,10105.271,15.627,3894.73,10458854.267,5062.388,4480.288,4380.939,878.921,883.996,1290.052,0.877,2.084,4349.622,522.89,6.738,6.855,873.086,30.917,35.812,36.264,-0.881,0.028,0.614,19,40,0.05668,thrq48,3.8796119e-05,2.84048328e-05,0.732156575,
508,4,24,35.0,0.92,14000.011,10078.455,15.711,3921.556,10543148.341,5091.341,4480.226,4380.876,918.385,922.793,1316.94,0.878,2.091,4346.819,545.193,7.043,7.149,861.709,32.321,35.824,36.214,-0.882,0.026,0.609,19,40,0.04042,thrq48,2.4900377e-05,1.94545864e-05,0.781296849,
529,4,25,35.0,0.96,13999.979,10048.909,15.794,3951.07,10623266.742,5121.935,4481.653,4382.335,958.688,962.451,1345.027,0.879,2.098,4345.308,568.473,7.359,7.453,851.037,33.742,35.869,36.203,-0.883,0.045,0.605,19,40,0.02652,thrq48,1.57161194e-05,1.36101398e-05,0.865998745,
550,4,26,35.0,1.0,13999.997,10020.127,15.859,3979.87,10678542.929,5149.554,4481.56,4382.24,998.76,1002.432,1373.919,0.879,2.101,4341.839,593.689,7.692,7.786,841.516,35.203,36.0,36.317,-0.874,0.049,0.603,19,40,0.01781,thrq48,9.86677605e-06,1.02615522e-05,1.04001069,
571,4,27,35.0,1.04,13999.987,9991.928,15.936,4008.059,10752538.646,5178.52,4480.683,4381.342,1038.663,1041.914,1402.986,0.88,2.107,4337.885,615.563,7.989,8.077,830.442,36.548,35.927,36.214,-0.874,0.058,0.599,19,40,0.01084,thrq48,6.17800879e-06,7.96077802e-06,1.28856695,
592,4,28,35.0,1.08,13999.965,9962.491,15.988,4037.474,10790007.272,5204.921,4480.062,4380.708,1078.439,1082.02,1433.022,0.88,2.107,4333.499,641.397,8.324,8.419,821.815,37.971,36.06,36.354,-0.865,0.081,0.598,19,40,0.0069,thrq48,3.85936801e-06,6.5560439e-06,1.69873512,
613,4,29,35.0,1.12,13999.987,9930.491,16.056,4069.495,10846576.98,5235.205,4482.716,4383.422,1118.006,1120.624,1462.389,0.881,2.11,4332.778,664.397,8.639,8.718,813.163,39.251,36.126,36.362,-0.87,0.084,0.596,19,40,0.003923,thrq48,2.4487033e-06,5.60503076e-06,2.28897905,
634,4,30,35.0,1.16,14000.015,9905.148,16.101,4094.868,10878861.601,5258.023,4476.948,4377.523,1158.345,1160.968,1493.53,0.881,2.111,4323.076,688.274,8.965,9.046,802.907,40.604,36.128,36.359,-0.858,0.115,0.595,19,40,0.002267,thrq48,1.53943722e-06,4.78390257e-06,3.10756588,
655,4,31,35.0,1.2,13999.987,9881.413,16.102,4118.574,10854135.194,5274.162,4471.575,4372.028,1194.426,1198.146,1522.609,0.88,2.104,4313.089,715.466,9.32,9.419,796.808,41.921,36.395,36.666,-0.84,0.211,0.598,19,40,0.0008676,thrq48,1.02724471e-06,4.2601846e-06,4.14719534,
676,4,32,35.0,1.24,14000.002,9900.899,15.957,4099.103,10681393.083,5242.522,4406.948,4305.907,1237.659,1255.031,1567.765,0.877,2.085,4239.35,754.154,9.735,10.087,776.512,44.163,36.068,36.935,-0.808,0.436,0.601,19,40,0.0001413,thrq48,6.14443252e-07,3.78348477e-06,6.15758228,
697,4,33,35.0,1.28,13999.998,9796.693,16.05,4203.305,10692638.999,5325.45,4468.219,4368.596,1275.89,1308.265,1610.696,0.876,2.074,4293.861,804.601,10.01,10.613,786.922,45.636,36.567,37.953,-0.778,0.472,0.616,19,40,4.495e-05,thrq48,3.58468327e-07,2.93468224e-06,8.18672657,
718,4,34,35.0,1.32,14000.001,9803.969,16.074,4196.032,10731426.625,5323.355,4434.029,4333.619,1319.168,1341.265,1637.613,0.877,2.079,4256.655,813.107,10.402,10.814,767.443,46.655,36.394,37.317,-0.781,0.436,0.608,19,40,2.086e-05,thrq48,2.72241465e-07,2.59955482e-06,9.54870987,
739,4,35,35.0,1.36,14000.001,9843.966,15.93,4156.034,10585057.706,5278.038,4373.42,4271.586,1352.723,1366.354,1658.224,0.875,2.066,4190.687,827.401,10.908,11.169,751.4,47.756,36.711,37.269,-0.824,0.501,0.608,19,40,1.345e-05,thrq48,2.45306552e-07,2.4961148e-06,10.1754913,
760,4,36,35.0,1.4,14000.001,9787.178,15.575,4212.823,10063299.481,5273.63,4373.329,4271.493,1407.836,1434.85,1715.103,0.866,2.001,4171.513,918.767,11.947,12.421,767.305,50.133,38.915,39.816,-0.816,0.557,0.652,19,40,1.464e-05,thrq48,1.84764431e-07,1.8595299e-06,10.0643282,
781,4,37,35.0,1.44,14000.001,9770.375,16.108,4229.626,10739688.936,5350.647,4360.407,4258.262,1433.538,1470.253,1744.829,0.876,2.077,4167.774,873.187,11.101,11.833,719.094,50.528,34.962,36.434,-0.702,0.606,0.598,19,40,2.566e-06,thrq48,1.16389046e-07,1.3947564e-06,11.9835711,
802,4,38,35.0,1.48,14000.0,9792.913,16.373,4207.087,11119355.045,5368.327,4321.917,4218.84,1478.623,1489.148,1760.78,0.883,2.127,4135.365,835.085,11.181,11.417,682.737,50.732,33.63,34.11,-0.715,0.696,0.562,19,40,9.524e-07,thrq48,9.56043849e-08,1.31914908e-06,13.7979975,
823,4,39,35.0,1.52,13999.999,9698.469,16.161,4301.53,10731072.542,5406.869,4378.584,4276.873,1519.1,1533.63,1798.556,0.875,2.068,4177.45,916.815,12.072,12.378,713.153,52.122,36.11,36.713,-0.753,0.653,0.606,19,40,2.495e-06,thrq48,8.52505906e-08,1.02634283e-06,12.0391283,
844,4,40,35.0,1.56,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
26,5,1,45.0,0.0,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
47,5,2,45.0,0.04,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
68,5,3,45.0,0.08,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
89,5,4,45.0,0.12,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
110,5,5,45.0,0.16,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
131,5,6,45.0,0.2,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
152,5,7,45.0,0.24,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
173,5,8,45.0,0.28,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
194,5,9,45.0,0.32,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
215,5,10,45.0,0.36,0.0,0.0,0.0,-0.511,0.0,0.511,938.272,0.0,0.0,0.0,939.566,0.0,1.0,0.255,0.0,0.0,0.0,-0.0,180.0,0.0,-1.0,0.0,0.0,1.0,19,40,0.0,thrq48,-1.0,-1.0,1.0,
236,5,11,45.0,0.4,14000.0,10489.074,13.661,3510.926,8309121.685,4542.656,4363.34,4261.266,405.368,405.148,1023.196,0.843,1.861,4251.914,282.16,3.794,3.797,1064.696,14.843,44.097,44.142,-0.951,-0.099,0.78,19,40,0.03995,thrq48,0.0115418201,0.00925387442,0.801769078,
257,5,12,45.0,0.44,14000.001,10456.182,13.797,3543.819,8447179.353,4583.212,4378.873,4277.169,441.949,447.183,1040.556,0.846,1.874,4265.571,314.765,4.115,4.22,1053.778,16.631,44.055,44.739,-0.954,0.014,0.769,19,40,0.1233,thrq48,0.0067149112,0.00555707188,0.827571929,
278,5,13,45.0,0.48,14000.007,10427.005,13.908,3573.002,8559693.84,4618.012,4388.877,4287.41,481.359,490.157,1059.735,0.848,1.884,4273.231,348.396,4.494,4.661,1042.777,18.475,44.33,45.299,-0.938,-0.011,0.761,19,40,0.2473,thrq48,0.00406234898,0.00346350088,0.852585733,
299,5,14,45.0,0.52,13999.99,10394.275,14.021,3605.716,8670742.311,4655.312,4403.392,4302.268,520.858,528.353,1077.934,0.849,1.894,4285.672,377.523,4.892,5.034,1034.001,20.058,44.845,45.604,-0.933,-0.017,0.754,19,40,0.3285,thrq48,0.00264189346,0.00231884955,0.877722561,
320,5,15,45.0,0.56,14000.023,10357.749,14.14,3642.274,8787537.345,4696.136,4419.234,4318.48,560.57,569.427,1098.65,0.851,1.905,4299.143,408.22,5.26,5.424,1024.755,21.72,44.991,45.799,-0.921,-0.002,0.747,19,40,0.3876,thrq48,0.00168073282,0.00150911149,0.897888958,
341,5,16,45.0,0.6,14000.006,10320.8,14.262,3679.206,8906647.792,4737.426,4435.691,4335.32,599.636,607.994,1119.125,0.853,1.915,4313.371,435.699,5.614,5.768,1015.771,23.216,45.066,45.776,-0.917,-0.009,0.74,19,40,0.4105,thrq48,0.0011019574,0.00101483031,0.92093426,
362,5,17,45.0,0.64,13999.995,10284.986,14.371,3715.01,9011380.618,4776.262,4449.449,4349.395,639.738,647.678,1141.171,0.854,1.924,4324.557,464.165,5.98,6.126,1006.762,24.752,45.143,45.779,-0.911,0.01,0.734,19,40,0.3894,thrq48,0.000719222007,0.00067952578,0.944806695,
